Timestamp_UTC,Symbol,Side,Regime,Raw_Proba,Calib_Proba,Threshold,Expected_PF,EV_Adj,Uncertainty,Status,Reject_Reason,Outcome_1H_PnL,Outcome_6H_PnL,Outcome_12H_PnL
2026-05-06T15:22:08.369685,LINKUSDT,LONG,0,0.0,0.0,0.7,1.079,0.0,0.0,REJECTED_T1,Proba < Thresh (0.000 < 0.7),,,
2026-05-06T15:22:08.369685,LINKUSDT,SHORT,0,0.0,0.0,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T15:22:09.137395,NEARUSDT,LONG,0,0.0,0.0,0.7,1.079,0.0,0.0,REJECTED_T1,Proba < Thresh (0.000 < 0.7),,,
2026-05-06T15:22:09.138380,NEARUSDT,SHORT,0,0.0,0.0,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T15:22:09.881976,ADAUSDT,LONG,0,0.0,0.0,0.7,1.079,0.0,0.0,REJECTED_T1,Proba < Thresh (0.000 < 0.7),,,
2026-05-06T15:22:09.882977,ADAUSDT,SHORT,0,0.0,0.0,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T15:58:47.038406,BTCUSDT,LONG,0,0.0,0.0,0.7,1.079,0.0,0.0,REJECTED_T1,Proba < Thresh (0.000 < 0.7),,,
2026-05-06T15:58:47.038406,BTCUSDT,SHORT,0,0.0,0.0,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T15:58:48.029347,ETHUSDT,LONG,0,0.0,0.0,0.7,1.079,0.0,0.0,REJECTED_T1,Proba < Thresh (0.000 < 0.7),,,
2026-05-06T15:58:48.030426,ETHUSDT,SHORT,0,0.0,0.0,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T15:58:48.879119,SOLUSDT,LONG,0,0.0,0.0,0.7,1.079,0.0,0.0,REJECTED_T1,Proba < Thresh (0.000 < 0.7),,,
2026-05-06T15:58:48.880114,SOLUSDT,SHORT,0,0.0,0.0,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T15:58:49.751377,BNBUSDT,LONG,0,0.0,0.0,0.7,1.079,0.0,0.0,REJECTED_T1,Proba < Thresh (0.000 < 0.7),,,
2026-05-06T15:58:49.751377,BNBUSDT,SHORT,0,0.0,0.0,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T15:58:50.949086,XRPUSDT,LONG,0,0.0,0.0,0.7,1.079,0.0,0.0,REJECTED_T1,Proba < Thresh (0.000 < 0.7),,,
2026-05-06T15:58:50.949086,XRPUSDT,SHORT,0,0.0,0.0,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T15:58:51.819168,DOGEUSDT,LONG,0,0.0,0.0,0.7,1.079,0.0,0.0,REJECTED_T1,Proba < Thresh (0.000 < 0.7),,,
2026-05-06T15:58:51.820154,DOGEUSDT,SHORT,0,0.0,0.0,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T15:58:52.992381,AVAXUSDT,LONG,0,0.0,0.0,0.7,1.079,0.0,0.0,REJECTED_T1,Proba < Thresh (0.000 < 0.7),,,
2026-05-06T15:58:52.993367,AVAXUSDT,SHORT,0,0.0,0.0,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T15:58:53.877933,LINKUSDT,LONG,0,0.0,0.0,0.7,1.079,0.0,0.0,REJECTED_T1,Proba < Thresh (0.000 < 0.7),,,
